patient_id,last_name,first_name,patronymic,birth_date,gender,insurance_policy,snils,address,phone
903,Попов,Конон,Эльдаровна,1951-07-17,Ж,45056337069511,819-613-875 95,"п. Избербаш, пер. Пушкинский, д. 33 стр. 2, 711801",8 774 360 48 90
904,Симонова,Христофор,Александровна,1980-08-10,М,92714369474934,768-893-861 61,"с. Меренга, наб. Весенняя, д. 4 стр. 696, 179005",+7 (126) 055-7402
905,Дьячкова,Агата,Федоровна,2007-10-15,Ж,45958769559126,813-078-373 18,"д. Меренга, алл. Заовражная, д. 6, 325802",+75571162743
906,Харитонов,Варфоломей,Станиславовна,1973-12-17,Ж,92863270231740,281-060-763 44,"к. Пушкин, алл. Менделеева, д. 63, 416298",8 (025) 215-14-35
907,Гурьева,Валентин,Харламович,1953-03-27,М,36850448526023,547-224-055 30,"г. Кингисепп, ул. Новая, д. 6 стр. 67, 340870",8 683 355 5638
908,Гришин,Харлампий,Анатольевна,1944-01-23,М,82843997486980,055-733-807 92,"г. Чебоксары, наб. Комсомольская, д. 5 стр. 6/1, 750566",8 589 906 5869
909,Соколова,Пелагея,Натановна,1953-07-22,Ж,23242043006319,106-971-363 59,"ст. Малоярославец, алл. Клубная, д. 78 стр. 422, 861402",+75422492243
910,Соловьев,Геннадий,Даниилович,1953-05-05,Ж,00013278928243,509-791-353 29,"г. Стрежевой, алл. Бригадная, д. 7 к. 7/5, 897795",+7 (614) 083-0709
911,Киселев,Никифор,Демьянович,1967-10-08,М,60273156726173,629-245-989 77,"д. Истра, наб. Каштановая, д. 51 стр. 3/3, 228338",+7 385 223 59 06
912,Калинин,Святослав,Леонидовна,1939-03-06,Ж,94014412452292,456-708-939 35,"с. Енисейск, пер. Севастопольский, д. 57 стр. 653, 387895",81905309458
913,Силин,Митофан,Борисовна,1982-06-24,М,08257232300708,618-694-846 74,"п. Южноуральск, наб. Ленская, д. 7, 086922",8 (025) 254-11-05
914,Рогов,Нонна,Фадеевич,1959-08-31,М,41266768094059,647-033-642 45,"г. Руза, наб. Хвойная, д. 26 к. 4, 037152",+73109156830
915,Осипова,Нинель,Иосифович,1968-03-19,Ж,12252649747870,676-442-863 07,"д. Валаам, ул. Верхняя, д. 512 стр. 9, 569421",+7 874 900 44 91
916,Ларионова,Аполлинарий,Игоревна,1943-11-06,М,72314920499306,404-121-070 43,"ст. Нижневартовск, ш. Зеленое, д. 61 к. 9/6, 660675",+7 414 835 15 60
917,Яковлева,Милий,Валерианович,1971-08-17,М,27702153861151,116-271-435 93,"г. Палана, бул. 60 лет СССР, д. 1, 725531",+7 737 122 0725
918,Емельянова,Амос,Альбертовна,1977-02-12,М,52408860969253,360-109-993 19,"ст. Бийск, ш. З.Космодемьянской, д. 829, 922887",+71594925434
919,Быкова,Максимильян,Юльевна,1941-06-05,Ж,26642738696648,110-512-927 24,"клх Россошь, пр. Машиностроителей, д. 86 к. 9/2, 708240",8 (935) 133-1579
920,Ефимов,Аполлон,Артемовна,1959-12-26,Ж,36616201729512,660-869-611 08,"клх Колпашево, ул. Осенняя, д. 7/8 стр. 16, 333995",+7 666 760 5508
921,Веселова,Александр,Захаровна,1940-06-21,М,50908306925098,055-644-199 41,"п. Пушкинские Горы, пр. Сосновый, д. 1, 999076",+7 918 149 83 67
922,Виноградова,Каллистрат,Геннадиевна,1937-05-26,Ж,32177491176755,004-375-315 75,"д. Москва, МГУ, бул. Покровский, д. 1/4, 367486",8 (567) 535-15-34
923,Коновалова,Ия,Эдгарович,1974-02-28,М,39270812078003,781-010-320 82,"г. Пинега, пер. Восточный, д. 6/8, 166190",8 (644) 490-43-94
924,Копылова,Дарья,Максимовна,1989-09-15,М,16222772610540,260-284-655 92,"с. Ульяновск, ш. Юности, д. 4 стр. 89, 539180",+7 (384) 876-14-44
925,Третьяков,Наина,Никифоровна,1966-01-05,Ж,73609085753794,763-183-429 00,"д. Заводоуковск, пр. Володарского, д. 53 стр. 2/6, 216760",8 (960) 106-6589
926,Рожков,Сила,Кузьминична,1957-03-25,Ж,42565829385404,450-398-638 34,"д. Апрелевка, ул. Иркутская, д. 9 стр. 1/3, 532831",8 307 079 1904
927,Кудряшова,Степан,Матвеевна,2002-12-23,Ж,86015083345129,829-454-183 37,"клх Сухиничи, наб. Безымянная, д. 1 стр. 5/4, 039500",8 (867) 755-00-53
928,Меркушева,Пелагея,Жоресович,2001-05-04,М,60367336142474,151-632-956 61,"клх Кулунда, алл. Баумана, д. 9 стр. 2, 827577",+7 (061) 460-1741
929,Соболева,Наркис,Ефремович,1938-12-09,М,00925683596278,387-776-540 23,"ст. Городовиковск, наб. Донская, д. 57 к. 328, 565293",8 756 275 45 40
930,Абрамов,Элеонора,Ефремович,2004-11-17,М,93975955364220,947-054-476 58,"г. Учалы, бул. Семашко, д. 3/8 стр. 943, 287158",+7 (443) 029-9738
931,Калашников,Леонтий,Егорович,1959-07-02,Ж,40294804688698,908-763-427 24,"г. Вязьма, пр. Иванова, д. 97 к. 256, 217367",+7 387 314 03 19
932,Маслова,Викторин,Тихонович,1993-04-23,Ж,61624698896762,182-247-922 47,"с. Баксан, пр. Кузнечный, д. 8/2 стр. 9, 792578",8 235 298 0093
933,Логинов,Светлана,Арсеньевич,1965-10-03,М,73454247115582,218-195-171 90,"с. Середниково, бул. Войкова, д. 41 к. 664, 833642",8 503 533 2101
934,Марков,Мартын,Ефимович,1990-05-12,Ж,75914999597703,170-568-258 32,"к. Кашхатау, наб. Степана Разина, д. 4/7 к. 9/9, 686364",+74981063267
935,Некрасова,Евдоким,Богдановна,1954-06-13,Ж,06042942992119,247-435-069 78,"д. Чегем, алл. Р.Люксембург, д. 3/2 стр. 420, 998399",+7 150 595 4761
936,Беспалов,Федот,Рубеновна,1943-09-26,Ж,68030400546801,314-336-057 43,"клх Всеволожск, наб. Физкультурная, д. 3, 791969",+7 913 641 7659
937,Сидоров,Адам,Юрьевна,1985-08-13,Ж,94836090168011,536-096-439 45,"д. Сызрань, алл. Привокзальная, д. 196, 535305",+7 (256) 248-8880
938,Ситникова,Ладимир,Владиславовна,2002-11-17,М,04648555169324,057-411-935 39,"п. Токма, ш. Уральское, д. 7/8 стр. 1/6, 185868",+7 439 429 0088
939,Лазарева,Гаврила,Зиновьевич,1979-08-09,Ж,78398037037731,205-886-948 53,"к. Тосно, пер. Сибирский, д. 14 к. 2, 050181",+7 (617) 000-4854
940,Архипова,Варвара,Борисович,1953-11-04,М,34810945255396,255-614-412 98,"г. Беслан, алл. Карьерная, д. 552 стр. 276, 148324",+7 965 261 2166
941,Савельева,Феоктист,Ефимович,2005-09-16,М,10011233016796,556-732-383 68,"к. Комсомольск-на-Амуре, наб. Пирогова, д. 92 к. 174, 389059",8 094 281 6836
942,Тимофеев,Максимильян,Филатович,2002-05-21,М,21087274105915,798-155-518 49,"п. Юрьевец (Иван.), наб. Лазурная, д. 3 к. 81, 284248",8 (298) 020-29-17
943,Коновалов,Нестор,Жанович,1949-12-03,Ж,34204578131456,253-030-241 30,"г. Касимов, наб. Новостройка, д. 5, 143778",+7 559 227 7026
944,Киселев,Оксана,Ефремович,1998-12-02,Ж,69799872569641,135-076-499 67,"клх Печенга, алл. Халтурина, д. 207, 947505",+7 (201) 127-04-22
945,Колобова,Кира,Исидорович,1965-11-07,М,32381433161669,744-697-071 19,"ст. Выборг, наб. Журавлева, д. 3/4, 371558",8 026 423 62 45
946,Орехова,Симон,Антоновна,1974-04-26,Ж,69371478750805,711-784-440 02,"ст. Тимашевск, наб. Стахановская, д. 5 стр. 47, 660448",8 711 881 61 82
947,Овчинникова,Селиван,Никифоровна,1995-05-27,М,34774967845273,318-815-675 41,"к. Ямбург, наб. Кутузова, д. 8/1 стр. 1/8, 045530",+7 173 141 2725
948,Лазарева,Демид,Борисович,1960-05-30,Ж,98567240555251,774-856-526 42,"с. Миасс, пер. Театральный, д. 30, 041064",86072652014
949,Васильева,Роман,Федосеевич,1941-11-09,М,96737250093219,569-320-506 50,"клх Гагарин, бул. Щорса, д. 5 стр. 3, 649411",+7 020 896 7604
950,Андреев,Остап,Викторович,1968-10-13,Ж,21517519679296,058-653-143 42,"с. Баргузин, алл. Крестьянская, д. 377 к. 92, 499589",+7 (674) 286-0176
951,Евсеева,Зоя,Ефимовна,1999-07-29,Ж,87388011130529,238-352-237 75,"к. Троицко-Печорск, пр. Тульский, д. 54, 846041",+7 (616) 554-27-93
952,Карпов,Василиса,Валентиновна,1999-04-03,Ж,02146169047610,296-544-190 43,"ст. Аршан (Бурят.), пер. Зои Космодемьянской, д. 1/6, 356237",+7 (464) 560-48-51
953,Романов,Фотий,Вениаминовна,1939-09-19,Ж,65632267911178,512-592-729 16,"ст. Домбай, ш. Морское, д. 4, 187576",+7 765 722 45 88
954,Дементьева,Измаил,Феодосьевич,1994-05-13,Ж,07983340833783,615-926-686 68,"с. Чехов, пр. Щорса, д. 10 к. 822, 093604",8 (092) 803-37-14
955,Бобров,Елена,Брониславович,1964-10-31,М,74727939226894,954-276-293 36,"ст. Миллерово, бул. Ермака, д. 28, 981618",+7 980 988 0409
956,Аксенов,Игнатий,Тимурович,1959-07-15,М,72445227594267,327-222-155 32,"ст. Владикавказ, пер. Енисейский, д. 89 к. 6, 165160",8 (624) 951-3396
957,Красильников,Марина,Абрамович,1981-11-10,Ж,75296647118132,072-391-918 46,"ст. Белореченск, алл. Седова, д. 2 к. 8/7, 599919",8 697 602 23 64
958,Костин,Филимон,Мироновна,1982-09-26,М,14370434249162,631-777-442 22,"клх Малоярославец, бул. Олимпийский, д. 4/9, 903473",+7 751 029 58 38
959,Лапин,Агафон,Юльевич,1963-06-15,Ж,32710453513563,431-719-163 35,"клх Верещагино (Перм.), наб. Троицкая, д. 93 стр. 55, 768922",+7 682 994 5802
960,Бобылева,Соломон,Ефимьевич,1982-08-13,М,71869198162549,931-453-651 33,"ст. Кизилюрт, пр. Ленина, д. 2/7 к. 660, 337073",8 712 747 06 95
961,Селиверстова,Изяслав,Феликсовна,1946-01-28,М,21789406972967,204-186-293 19,"с. Усть-Ишим, пр. Матросова, д. 5/8 стр. 1, 925531",8 (550) 461-61-43
962,Киселева,Наталья,Егорович,1942-02-04,Ж,39726754576909,414-250-956 36,"д. Набережные Челны, наб. Приморская, д. 23 стр. 72, 834358",8 991 977 6385
963,Васильева,Никифор,Максимовна,1955-08-05,Ж,25437636628711,716-535-955 39,"ст. Барнаул, бул. Луначарского, д. 59 к. 4/1, 285541",8 (939) 431-49-14
964,Филиппов,Аскольд,Ильясович,1969-10-20,Ж,40967624285740,405-277-035 47,"ст. Кирово-Чепецк, пр. Щербакова, д. 6/2, 906519",+70723461504
965,Фролов,Лукия,Павловна,1943-12-17,М,70829220925139,002-950-114 74,"д. Холмск, бул. Белинского, д. 6, 378390",+79757456844
966,Дорофеев,Наум,Даниилович,1962-01-24,М,33884651903483,082-413-016 06,"ст. Черемхово, алл. Нефтяников, д. 24, 733430",8 (182) 182-16-06
967,Казакова,Евгений,Болеславовна,1957-11-24,М,31867811080238,836-970-257 95,"с. Минеральные Воды, бул. Вишневый, д. 693 к. 8, 863996",+7 (402) 384-92-03
968,Баранов,Савелий,Евгеньевна,1982-05-27,М,91450909039572,869-395-391 06,"п. Катайск, алл. 9 Января, д. 6/4 стр. 9, 249668",89238585520
969,Куликов,Август,Леонидовна,1950-09-04,Ж,54448479207405,187-032-217 75,"к. Красногорск (Моск.), бул. Слободской, д. 303 стр. 141, 728102",87295755126
970,Котов,Ростислав,Антонович,1943-01-14,Ж,79633022517666,899-212-746 21,"к. Ноглики, бул. Белинского, д. 69 стр. 6/7, 192959",+7 994 414 7537
971,Красильников,Евсей,Руслановна,1996-12-10,М,82564858647669,557-705-186 50,"д. Черемхово, наб. Энтузиастов, д. 115 к. 3, 687042",8 469 795 08 04
972,Власова,Никон,Устинович,1936-05-12,М,63828504162750,209-225-212 38,"д. Лесной (Сверд.), бул. Кошевого, д. 77 к. 25, 874971",8 129 545 8938
973,Исаев,Захар,Дмитриевна,1966-05-07,М,58499991695359,522-875-120 90,"с. Махачкала, пр. Ленский, д. 511 стр. 4/4, 098910",8 045 961 9740
974,Павлов,Ксения,Иосипович,2002-03-28,М,58344594210420,841-828-654 90,"п. Мураши, ул. Королева, д. 2 к. 2, 937577",+7 796 061 6941
975,Родионов,Синклитикия,Иосифович,1949-02-18,Ж,28483695595827,706-992-269 15,"д. Арсеньев, ул. Водопроводная, д. 7/2 к. 402, 120945",86915734943
976,Куликова,Милан,Евгеньевна,1993-01-12,Ж,33759849138787,018-811-133 79,"п. Каневская, наб. Белорусская, д. 24, 071278",8 (963) 387-90-81
977,Блинов,Евдокия,Всеволодович,1958-12-12,Ж,08220448435197,881-649-571 04,"д. Чокурдах, ул. Производственная, д. 3, 417018",+7 (137) 743-4030
978,Филатова,Матвей,Павловна,1999-10-27,Ж,92517333581368,220-152-979 68,"с. Игарка, ул. Добролюбова, д. 1/1, 208212",+70766453629
979,Сидоров,Виктор,Руслановна,1968-10-27,М,50113449689509,291-848-994 54,"п. Нижний Тагил, пр. Братский, д. 547 к. 3, 756394",80465144446
980,Тихонова,Митофан,Чеславович,1977-07-25,Ж,81452528886465,089-304-317 84,"п. Шамары, алл. Николаева, д. 6/5, 937772",8 (154) 224-12-50
981,Панова,Елизар,Андреевна,1964-02-08,М,41247223720741,975-370-063 23,"п. Кингисепп, алл. Фестивальная, д. 985 к. 67, 826321",8 (945) 108-8589
982,Кудряшова,Зинаида,Васильевна,2005-08-29,Ж,18119942817834,206-433-955 34,"к. Фатеж, пр. Песочный, д. 3/1 стр. 1, 242430",+7 917 316 3324
983,Филиппова,Зосима,Ааронович,2005-08-23,Ж,72447839071212,579-896-910 24,"с. Жигулевск, наб. Терешковой, д. 80 к. 2/6, 831197",8 (895) 166-50-18
984,Белов,Антонин,Марсович,1973-01-06,Ж,40277601231625,751-000-366 85,"п. Черняховск, бул. Азовский, д. 8 к. 684, 630212",81823637251
985,Герасимов,Вышеслав,Владиславовна,2006-05-24,М,03102623705067,482-522-925 46,"с. Октябрьский (Башк.), ш. Магистральное, д. 2/5, 590365",+7 (542) 372-4667
986,Симонова,Нестор,Петровна,1952-07-20,Ж,26761747904552,242-059-642 54,"с. Курчатов, пр. Народный, д. 1/4, 897311",8 015 653 99 52
987,Шашкова,Вадим,Богданович,1978-09-20,М,42401504379086,808-835-855 83,"к. Кулу, пер. Рылеева, д. 8 стр. 5/3, 429043",8 827 568 49 78
988,Лапин,Аркадий,Филипповна,1997-02-11,Ж,86725308158086,789-451-193 24,"г. Уэлен, пер. Поселковый, д. 6/3 стр. 27, 029596",+7 (518) 757-0532
989,Михайлов,Феоктист,Никифоровна,1968-11-19,Ж,61301446419729,410-367-580 69,"клх Троицко-Печорск, наб. Вокзальная, д. 217 стр. 40, 097184",8 790 877 37 31
990,Турова,Панкратий,Феликсовна,1954-12-07,М,75927460100697,740-097-018 32,"с. Бронницы, ул. Репина, д. 608 стр. 17, 700102",+7 (212) 683-90-51
991,Кулакова,Олимпиада,Алексеевич,1952-01-14,Ж,18169349106769,871-014-941 16,"д. Егорьевск, алл. Гастелло, д. 596 стр. 69, 167211",8 (025) 449-65-50
992,Меркушева,Глеб,Максимовна,1972-12-05,М,21825480575950,242-426-335 23,"клх Москва, пер. Азина, д. 2/4 к. 30, 613920",+7 (186) 767-4482
993,Ефимов,Сократ,Петровна,2002-01-10,Ж,80739004963096,667-629-602 96,"клх Байкальск, ш. 8-е Марта, д. 664 к. 6, 465771",+7 (715) 342-7893
994,Анисимова,Демид,Александровна,1998-08-19,Ж,32276654842749,464-540-300 21,"с. Пушкин, ш. Кирова, д. 4 к. 33, 453356",8 822 896 57 54
995,Жукова,Алевтина,Вилорович,1936-03-02,М,39801337619157,701-411-158 16,"г. Новгород Великий, пер. Абрикосовый, д. 28, 587650",81639750579
996,Лобанова,Светлана,Викентьевич,1951-11-19,Ж,51098100944300,277-320-656 94,"клх Прохладный, алл. Октябрьская, д. 46 стр. 86, 311431",+7 753 987 1414
997,Владимирова,Дорофей,Феликсович,1975-03-02,Ж,29306461438381,674-289-540 58,"к. Котельнич, ш. Гагарина, д. 6/3 стр. 3/5, 979898",+7 (245) 540-42-10
998,Соколов,Вениамин,Ефимович,1989-10-24,М,11778545390579,866-269-233 95,"г. Яр-Сале, бул. Новоселов, д. 4, 256377",+7 (125) 245-8701
999,Зуев,Валентин,Оскаровна,1951-05-14,М,17517335836249,215-156-944 38,"г. Серов, алл. Шевченко, д. 95, 054825",8 273 964 33 16
1000,Сергеев,Тамара,Витальевич,1935-06-22,Ж,99286878427751,536-720-975 06,"клх Губкин, пер. Матросова, д. 9/6 стр. 5, 649331",+7 156 854 02 62
1001,Лазарев,Спартак,Анатольевич,1988-12-16,М,03632351852291,656-130-739 87,"д. Льгов, наб. Поперечная, д. 4 стр. 507, 777414",8 518 316 33 25
1002,Зуев,Илья,Максимовна,1994-06-14,М,30575786607025,076-660-695 08,"с. Ведено, пр. Специалистов, д. 6, 264741",+71240439684
1003,Зайцева,Епифан,Жоресович,1988-03-22,М,00018208716388,193-927-191 89,"д. Тырныауз, пер. Раздольный, д. 165 к. 881, 760180",8 (675) 226-2491
1004,Харитонов,Владимир,Леоновна,2005-12-28,М,93281665177313,197-493-135 27,"ст. Нефедова, пер. Лазурный, д. 7/6 к. 318, 665163",81727154836
1005,Коновалов,Творимир,Бенедиктович,1962-01-06,Ж,41350334607496,875-744-654 48,"д. Сунтар, пер. Тепличный, д. 625, 740503",+7 513 465 08 65
1006,Исакова,Панкрат,Геннадьевна,1993-10-23,М,38744771341253,834-106-572 99,"ст. Онега, пр. Депутатский, д. 167 к. 49, 677744",+7 084 397 11 82
1007,Горбунова,Аполлон,Авдеевич,1965-02-03,М,40935827173203,106-664-651 84,"клх Юрьевец (Иван.), пер. Свободы, д. 9 к. 6/8, 114917",84619069239
1008,Евдокимова,Мина,Богданович,1938-04-09,М,83278668689984,200-326-503 05,"г. Владикавказ, ш. Радужное, д. 676 к. 633, 949576",+7 396 108 4929
1009,Пестов,Аполлинарий,Ефимьевич,1978-08-21,М,38687612976762,135-456-143 15,"клх Междуреченский, ш. Гастелло, д. 31 стр. 608, 400241",8 (036) 423-73-31
1010,Исаков,Ладимир,Эльдаровна,1955-09-27,М,41471897621779,429-210-172 74,"клх Невинномысск, пр. Энтузиастов, д. 779, 132404",86196519662
1011,Силин,Вадим,Елизарович,1983-03-16,М,70658686237857,717-121-999 39,"с. Сосногорск, бул. Пожарского, д. 302, 962445",+7 (784) 300-39-87
1012,Козлова,Алина,Руслановна,1940-11-20,М,64659491868498,749-320-392 26,"г. Каргасок, наб. Жуковского, д. 9/6 к. 6, 653092",+76430813222
1013,Шубин,Родион,Исидорович,1938-01-15,Ж,41226643509455,731-492-662 24,"с. Агата, пер. Деповский, д. 171, 245886",+71793996979
1014,Емельянов,Варвара,Руслановна,1965-11-29,М,93383387688386,898-258-173 86,"к. Ирбит, алл. Ленская, д. 1 стр. 4/8, 352199",8 (068) 496-0334
1015,Казаков,Чеслав,Семеновна,1983-03-14,М,08672266281076,777-867-397 18,"к. Чебаркуль, наб. Парижской Коммуны, д. 13 к. 4, 406242",8 103 324 87 73
1016,Гуляев,Милий,Борисович,2007-04-30,Ж,84919866132940,635-724-763 98,"ст. Домодедово, бул. Энергетиков, д. 307 к. 4, 800999",8 (669) 245-0514
1017,Сидорова,Алексей,Ефстафьевич,2003-12-08,М,73597543453649,961-077-997 72,"п. Рубцовск, ш. Циолковского, д. 453 к. 802, 275076",87693805145
1018,Трофимов,Фадей,Матвеевич,1936-10-10,М,16812075000699,155-859-392 24,"к. Салехард, алл. Сахалинская, д. 22 к. 9, 413999",8 176 993 3038
1019,Яковлев,Лукьян,Феодосьевич,1979-12-21,Ж,90705695106361,128-740-811 73,"д. Шаховская, ш. Безымянное, д. 345, 899996",+7 (893) 028-40-52
1020,Алексеев,Сила,Ильясович,1941-11-21,М,56083191260485,896-549-818 44,"д. Ростов-на-Дону, наб. Высоцкого, д. 892 к. 954, 487056",8 230 056 09 44
1021,Егорова,Никифор,Борисович,1984-07-16,М,01235066566050,590-855-765 78,"д. Кош-Агач, ул. Свердлова, д. 5/4 стр. 3/1, 521960",81027647142
1022,Овчинников,Евдокия,Захаровна,1966-06-17,М,21119026623773,813-309-831 45,"с. Тында, алл. Некрасова, д. 4/4, 874256",8 686 680 5800
1023,Комаров,Людмила,Иосипович,1983-01-14,М,38157501543857,818-077-949 14,"клх Гагарин, наб. Войкова, д. 2/6 к. 2, 100656",+7 (666) 885-45-53
1024,Игнатьева,Алевтина,Леоновна,1989-10-03,М,37766599599023,442-381-622 66,"д. Всеволожск, бул. Ветеранов, д. 346 стр. 46, 805331",8 131 356 1170
1025,Большаков,Святослав,Юльевич,1974-11-07,Ж,73447937223917,619-682-258 85,"г. Кашира, бул. Матросова, д. 5/1 стр. 5/8, 073972",86175657799
1026,Носкова,Аполлон,Теймуразович,1952-06-02,М,83442511809545,519-241-528 63,"г. Бомнак, ш. Базарное, д. 1/7 к. 2, 453375",+7 (015) 691-46-16
1027,Карпова,Лаврентий,Артемьевич,1983-03-06,Ж,73376840913417,810-907-195 71,"г. Мирный, наб. Песочная, д. 6 стр. 9, 873680",8 (296) 618-08-43
1028,Авдеева,Спиридон,Ярославович,1944-10-12,М,68482723099070,464-450-300 60,"клх Гремячинск (Бурят.), пер. Коммунистический, д. 487 стр. 10, 763272",+7 (373) 695-04-32
1029,Гордеева,Анна,Теймуразович,1941-07-20,М,59047353522654,930-539-734 51,"ст. Эльтон, пр. Чапаева, д. 16 стр. 1/1, 274051",+73164119913
1030,Беспалов,Михей,Федосеевич,1977-09-13,Ж,02542600628922,384-357-993 89,"к. Учалы, алл. Прудовая, д. 2 стр. 5/8, 294977",8 655 128 8956
1031,Маслов,Терентий,Геннадиевич,1993-09-19,М,76657031012213,387-534-214 48,"к. Надым, наб. 1 Мая, д. 79 к. 38, 254309",+7 (535) 215-1734
1032,Елисеева,Натан,Федосеевич,1938-05-04,М,68992471575610,801-030-221 23,"г. Инта, ш. Марта 8, д. 42, 854142",+7 (632) 621-44-53
1033,Одинцова,Савелий,Борисович,1981-03-09,Ж,04519678778801,159-132-684 23,"п. Нарьян-Мар, ш. Угольное, д. 1/4 к. 46, 057197",+7 (238) 154-5527
1034,Кондратьева,Федот,Николаевна,1999-04-26,М,62602356409309,998-689-195 07,"д. Павловский Посад, пер. Тамбовский, д. 591 стр. 5/7, 231900",+7 (415) 517-58-63
1035,Бирюкова,Радислав,Глебович,1980-10-19,М,33270289966686,858-431-162 10,"ст. Вендинга, бул. Прудный, д. 4/7 к. 5, 105577",+7 030 275 96 08
1036,Князева,Агафья,Альбертовна,1980-06-13,Ж,86979358434231,494-521-258 60,"клх Адыгейск, пер. Олимпийский, д. 240 стр. 2, 140508",8 013 474 2963
1037,Капустина,Павел,Дмитриевич,1945-04-08,Ж,22647254392453,960-424-081 74,"к. Ковров, бул. Ушакова, д. 3 стр. 7/9, 091881",+7 (246) 614-28-09
1038,Евдокимова,Севастьян,Ааронович,1957-05-31,Ж,09790963515911,753-317-025 33,"г. Тутончаны, ул. Свердлова, д. 87 к. 9, 253717",+7 (015) 333-00-32
1039,Муравьев,Наум,Вадимовна,1992-01-10,М,47413311519683,948-422-663 15,"г. Чусовой, ул. Ясная, д. 2 стр. 61, 536671",+7 (646) 351-4522
1040,Зайцева,Раиса,Егоровна,1953-11-29,Ж,32534852979934,965-775-833 52,"г. Оса, ул. Седова, д. 2 к. 23, 402447",8 (307) 501-6327
1041,Калинина,Адриан,Геннадиевич,1972-02-08,М,91410526963642,721-264-543 67,"д. Ряжск, бул. Фрунзе, д. 8/3 к. 9/7, 013332",8 (988) 217-02-67
1042,Журавлев,Эраст,Болеславовна,1987-10-26,М,14949185147561,603-849-526 06,"д. Серпухов, наб. 50 лет ВЛКСМ, д. 141 стр. 7/2, 929325",8 (890) 885-06-90
1043,Щербаков,Аполлон,Эдуардовна,1965-09-27,Ж,47112027302385,951-292-072 23,"п. Обоянь, пер. Кавказский, д. 93 стр. 2, 139977",+7 (879) 278-7678
1044,Харитонова,Глеб,Демьянович,1988-09-23,Ж,08422966514448,657-430-620 68,"клх Усть-Кут, наб. Волжская, д. 3/1 стр. 99, 130084",+7 (391) 419-8117
1045,Ершова,Остап,Денисович,1961-12-27,М,05074950443271,929-802-844 16,"д. Катайск, пр. Республиканский, д. 1 стр. 2, 323813",8 (057) 410-37-62
1046,Шестаков,Павел,Николаевна,1980-12-26,М,94152583851635,781-164-466 84,"ст. Калачинск, бул. Привокзальный, д. 202, 851185",8 (110) 146-0235
1047,Чернов,Мартын,Евгеньевна,1989-07-04,Ж,82890140812356,316-766-027 16,"д. Яшкуль, пер. Прохладный, д. 9/8 стр. 481, 477051",+7 473 080 2821
1048,Горбунов,Викентий,Максимовна,1946-02-23,Ж,48241430444697,894-259-634 90,"д. Сеймчан, пер. Космический, д. 64 к. 204, 113030",8 (661) 706-16-68
1049,Емельянова,Карп,Фадеевич,1977-09-30,Ж,82098728481818,696-923-444 05,"п. Миллерово, ш. Кочубея, д. 41 к. 4/7, 091604",84172319017
1050,Макаров,Ия,Феликсовна,1988-07-29,М,68637218589358,404-705-712 65,"с. Лабинск, бул. Панфилова, д. 7, 671571",+7 120 701 80 58
1051,Шилова,Ферапонт,Георгиевич,1985-06-04,Ж,96792625525761,503-359-848 08,"д. Рыбинск, ш. Орловское, д. 543 стр. 82, 321013",+7 (989) 309-0400
1052,Горшков,Селиван,Эдуардовна,1992-08-28,Ж,58490140565025,787-090-959 02,"к. Павловская, пр. Профсоюзный, д. 983, 488362",8 961 636 77 17
1053,Гордеева,Лора,Фокич,1978-10-06,М,29694269154897,881-412-452 77,"г. Тында, наб. Титова, д. 356 к. 5, 888678",85013919387
1054,Ильин,Порфирий,Елисеевич,1946-06-06,М,42013498438281,404-624-786 35,"п. Приморско-Ахтарск, алл. Невского, д. 13 стр. 634, 468432",+7 095 496 86 17
1055,Русаков,Майя,Кирилловна,1961-01-21,Ж,07909919984676,170-995-110 35,"к. Старый Оскол, пр. Запрудный, д. 109 стр. 18, 795500",+7 444 156 6305
1056,Архипова,Прохор,Владиленович,2003-01-26,М,56220217589283,905-370-137 60,"г. Кашхатау, бул. Медицинский, д. 42, 756779",+76685324148
1057,Воронцов,Герман,Федосеевич,2004-08-16,М,80775746585785,645-192-427 93,"д. Губаха, пер. Гастелло, д. 365 стр. 88, 511877",8 (634) 144-8777
1058,Моисеев,Прокл,Устинович,1962-03-27,М,97103188727796,068-886-742 05,"с. Тырныауз, пр. Ягодный, д. 71 к. 74, 186515",+7 (121) 413-8298
1059,Тимофеева,Святополк,Григорьевна,1941-10-30,Ж,86865146601705,939-670-155 22,"г. Далматово, пр. Грибоедова, д. 3 к. 8, 351683",+7 (022) 711-31-80
1060,Ковалев,Гаврила,Архипович,1973-04-14,Ж,98008475557734,328-239-132 18,"с. Челябинск, наб. Новгородская, д. 9 стр. 784, 329758",+75627137024
1061,Красильникова,Ладимир,Тимурович,2006-12-05,Ж,45989090660947,830-626-465 88,"к. Курильск, пр. Харьковский, д. 528 к. 30, 493909",8 (112) 202-1512
1062,Веселова,Елизавета,Юльевич,1983-08-15,Ж,13684054165237,008-777-519 00,"п. Рыбинск, пр. Тульский, д. 8, 326748",+76431032338
1063,Белозерова,Вероника,Филипповна,1983-08-16,Ж,43767305858219,645-996-822 43,"клх Валаам, наб. Нефтяников, д. 39, 078141",+7 (570) 670-77-92
1064,Крюкова,Ладимир,Димитриевич,1982-03-15,Ж,47597113156873,102-426-459 63,"д. Луга, пер. Горняцкий, д. 109 к. 95, 872632",8 (502) 719-26-42
